rank,person,telegram_username,telegram_messages,discord_username,discord_messages,x_posts,articles,videos,total,first,last,telegram_distinct_days,verified_activity_days_min,public_groups,identity_note,summary_tier,activity_summary
2844,Ashley,@Ashely007,1,,0,0,0,0,1,2023-01-06,2023-01-06,1,1,1,Telegram human account; Discord not individually inventoried,,
2845,Askar,@Cryptonit7,1,,0,0,0,0,1,2023-06-23,2023-06-23,1,1,1,Telegram human account; Discord not individually inventoried,,
2846,Audinei,,1,,0,0,0,0,1,2023-05-15,2023-05-15,1,1,1,Telegram human account; Discord not individually inventoried,,
2847,Augan,@Augan1991,1,,0,0,0,0,1,2023-09-08,2023-09-08,1,1,1,Telegram human account; Discord not individually inventoried,,
2848,Aurelius,@Aurelius3000,1,,0,0,0,0,1,2023-04-23,2023-04-23,1,1,1,Telegram human account; Discord not individually inventoried,,
2849,AuroraA | PAWS UXUY🆙 UXUY,@AuroraA63580450,1,,0,0,0,0,1,2024-10-22,2024-10-22,1,1,1,Telegram human account; Discord not individually inventoried,,
2850,Ay | Marketing,@Ayay96,1,,0,0,0,0,1,2024-03-25,2024-03-25,1,1,1,Telegram human account; Discord not individually inventoried,,
2851,Ayomi... 🐾,@Wizzynova,1,,0,0,0,0,1,2023-06-19,2023-06-19,1,1,1,Telegram human account; Discord not individually inventoried,,
2852,Ayomide🐾🐍,,1,,0,0,0,0,1,2024-10-23,2024-10-23,1,1,1,Telegram human account; Discord not individually inventoried,,
2853,Aysha Ay,@ayshaay,1,,0,0,0,0,1,2024-06-18,2024-06-18,1,1,1,Telegram human account; Discord not individually inventoried,,
2854,Aytug Guldamla,@aytugfb,1,,0,0,0,0,1,2023-04-03,2023-04-03,1,1,1,Telegram human account; Discord not individually inventoried,,
2855,Azhar Shaikh,@ahmedazx,1,,0,0,0,0,1,2023-05-05,2023-05-05,1,1,1,Telegram human account; Discord not individually inventoried,,
2856,Azicko,@Zycketh,1,,0,0,0,0,1,2024-05-28,2024-05-28,1,1,1,Telegram human account; Discord not individually inventoried,,
2857,Azik1981🐍,@Azik19810,1,,0,0,0,0,1,2024-10-23,2024-10-23,1,1,1,Telegram human account; Discord not individually inventoried,,
2858,A🔺,@iwouldbediogenes,1,,0,0,0,0,1,2023-05-16,2023-05-16,1,1,1,Telegram human account; Discord not individually inventoried,,
2859,B C,@bkc_zz,1,,0,0,0,0,1,2023-11-20,2023-11-20,1,1,1,Telegram human account; Discord not individually inventoried,,
2860,B C,@BBC19888,1,,0,0,0,0,1,2024-11-08,2024-11-08,1,1,1,Telegram human account; Discord not individually inventoried,,
2861,Bahoz,@bah0zzz,1,,0,0,0,0,1,2024-04-07,2024-04-07,1,1,1,Telegram human account; Discord not individually inventoried,,
2862,Bali,@THIS_ONEE,1,,0,0,0,0,1,2021-05-01,2021-05-01,1,1,1,Telegram human account; Discord not individually inventoried,,
2863,Baloch,@ABUZHER,1,,0,0,0,0,1,2024-10-14,2024-10-14,1,1,1,Telegram human account; Discord not individually inventoried,,
2864,Bang Crypto || ⚡️ Orexn,@bangcrypt0,1,,0,0,0,0,1,2024-10-15,2024-10-15,1,1,1,Telegram human account; Discord not individually inventoried,,
2865,barry_1337,@barry1337,1,,0,0,0,0,1,2024-03-03,2024-03-03,1,1,1,Telegram human account; Discord not individually inventoried,,
2866,baxston2,@baxton3,1,,0,0,0,0,1,2022-11-05,2022-11-05,1,1,1,Telegram human account; Discord not individually inventoried,,
2867,Bazhahei,@hpe999888,1,,0,0,0,0,1,2023-11-25,2023-11-25,1,1,1,Telegram human account; Discord not individually inventoried,,
2868,Ben,@EquusPDX,1,,0,0,0,0,1,2022-12-20,2022-12-20,1,1,1,Telegram human account; Discord not individually inventoried,,
2869,Ben,@B3NEEE,1,,0,0,0,0,1,2023-01-20,2023-01-20,1,1,1,Telegram human account; Discord not individually inventoried,,
2870,Ben B,@benbenba,1,,0,0,0,0,1,2021-11-25,2021-11-25,1,1,1,Telegram human account; Discord not individually inventoried,,
2871,Bert,@Berti_3,1,,0,0,0,0,1,2023-04-16,2023-04-16,1,1,1,Telegram human account; Discord not individually inventoried,,
2872,BH,,1,,0,0,0,0,1,2025-09-06,2025-09-06,1,1,1,Telegram human account; Discord not individually inventoried,,
2873,bie zhi,,1,,0,0,0,0,1,2022-08-17,2022-08-17,1,1,1,Telegram human account; Discord not individually inventoried,,
2874,Big Ape,@LeeS1987,1,,0,0,0,0,1,2021-11-07,2021-11-07,1,1,1,Telegram human account; Discord not individually inventoried,,
2875,big guy,@Kimiramaa,1,,0,0,0,0,1,2022-12-14,2022-12-14,1,1,1,Telegram human account; Discord not individually inventoried,,
2876,Big_oz,@big_oz,1,,0,0,0,0,1,2023-12-02,2023-12-02,1,1,1,Telegram human account; Discord not individually inventoried,,
2877,BigBopLT,@BigBopLT,1,,0,0,0,0,1,2020-11-24,2020-11-24,1,1,1,Telegram human account; Discord not individually inventoried,,
2878,BIGJOHN,@boydecember,1,,0,0,0,0,1,2024-11-03,2024-11-03,1,1,1,Telegram human account; Discord not individually inventoried,,
2879,Bigtommy,@bigtommy089,1,,0,0,0,0,1,2024-10-09,2024-10-09,1,1,1,Telegram human account; Discord not individually inventoried,,
2880,Bilal,@developer_bilal,1,,0,0,0,0,1,2026-03-09,2026-03-09,1,1,1,Telegram human account; Discord not individually inventoried,,
2881,Bill (to the moon),@Bill2zemoon,1,,0,0,0,0,1,2024-03-18,2024-03-18,1,1,1,Telegram human account; Discord not individually inventoried,,
2882,Billy Wardani,,1,,0,0,0,0,1,2025-09-18,2025-09-18,1,1,1,Telegram human account; Discord not individually inventoried,,
2883,Bing Bong,@BingBong48923,1,,0,0,0,0,1,2024-04-07,2024-04-07,1,1,1,Telegram human account; Discord not individually inventoried,,
2884,Bird Boo,@BirdBoo24,1,,0,0,0,0,1,2023-07-24,2023-07-24,1,1,1,Telegram human account; Discord not individually inventoried,,
2885,Bitcoin,@bitcoin868,1,,0,0,0,0,1,2023-02-03,2023-02-03,1,1,1,Telegram human account; Discord not individually inventoried,,
2886,BitFaCai,@Chuensiy,1,,0,0,0,0,1,2023-11-28,2023-11-28,1,1,1,Telegram human account; Discord not individually inventoried,,
2887,Bithi,@Bithiis07,1,,0,0,0,0,1,2023-12-06,2023-12-06,1,1,1,Telegram human account; Discord not individually inventoried,,
2888,Bixue,@Llijie,1,,0,0,0,0,1,2024-07-12,2024-07-12,1,1,1,Telegram human account; Discord not individually inventoried,,
2889,Black X,@Black0x0,1,,0,0,0,0,1,2021-11-26,2021-11-26,1,1,1,Telegram human account; Discord not individually inventoried,,
2890,Bleentop,@Bleentop,1,,0,0,0,0,1,2024-10-08,2024-10-08,1,1,1,Telegram human account; Discord not individually inventoried,,
2891,Blockchain Maxist,@Tigerwood1,1,,0,0,0,0,1,2025-02-08,2025-02-08,1,1,1,Telegram human account; Discord not individually inventoried,,
2892,Blow,@ATB10,1,,0,0,0,0,1,2025-05-18,2025-05-18,1,1,1,Telegram human account; Discord not individually inventoried,,
2893,BlueFinWhale Developer,@BlueFinWhaleDev,1,,0,0,0,0,1,2023-01-10,2023-01-10,1,1,1,Telegram human account; Discord not individually inventoried,,
2894,BluekvX,@bluekv7_XRD,1,,0,0,0,0,1,2024-03-16,2024-03-16,1,1,1,Telegram human account; Discord not individually inventoried,,
2895,Blue🌎☮️,,1,,0,0,0,0,1,2023-05-19,2023-05-19,1,1,1,Telegram human account; Discord not individually inventoried,,
2896,Bob Mckenzie,@bobmckenzie23,1,,0,0,0,0,1,2023-06-05,2023-06-05,1,1,1,Telegram human account; Discord not individually inventoried,,
2897,bobinson,@bobinson,1,,0,0,0,0,1,2020-11-16,2020-11-16,1,1,1,Telegram human account; Discord not individually inventoried,,
2898,Bogdan Sandu,@bogdansanduc,1,,0,0,0,0,1,2025-10-08,2025-10-08,1,1,1,Telegram human account; Discord not individually inventoried,,
2899,Bollyjimmy,@Bollyjimmy,1,,0,0,0,0,1,2025-01-29,2025-01-29,1,1,1,Telegram human account; Discord not individually inventoried,,
2900,Bommie Der,@bommiederde,1,,0,0,0,0,1,2024-02-20,2024-02-20,1,1,1,Telegram human account; Discord not individually inventoried,,
2901,bosshan.eth,@HANWICK,1,,0,0,0,0,1,2023-11-22,2023-11-22,1,1,1,Telegram human account; Discord not individually inventoried,,
2902,BovaCamilla | PAWS UXUY🆙 UXUY,@BovaCamilla,1,,0,0,0,0,1,2024-10-22,2024-10-22,1,1,1,Telegram human account; Discord not individually inventoried,,
2903,Brian | UltrasCrypto,@UltrasCrypto,1,,0,0,0,0,1,2023-11-21,2023-11-21,1,1,1,Telegram human account; Discord not individually inventoried,,
2904,Bruno,@brunodevc,1,,0,0,0,0,1,2025-10-23,2025-10-23,1,1,1,Telegram human account; Discord not individually inventoried,,
2905,Brutus-Ai,@x_Brutus_x,1,,0,0,0,0,1,2023-11-22,2023-11-22,1,1,1,Telegram human account; Discord not individually inventoried,,
2906,bsm solutions,@Big_Screen_Media,1,,0,0,0,0,1,2022-06-18,2022-06-18,1,1,1,Telegram human account; Discord not individually inventoried,,
2907,BuddhaCat,@BuddhaCatz,1,,0,0,0,0,1,2023-07-03,2023-07-03,1,1,1,Telegram human account; Discord not individually inventoried,,
2908,Buenochico,@eidjdjdnd,1,,0,0,0,0,1,2025-01-26,2025-01-26,1,1,1,Telegram human account; Discord not individually inventoried,,
2909,Bull 🐂,@educatorben,1,,0,0,0,0,1,2023-06-23,2023-06-23,1,1,1,Telegram human account; Discord not individually inventoried,,
2910,Bullish Pizza 🍕,@BullishPizza690,1,,0,0,0,0,1,2024-07-31,2024-07-31,1,1,1,Telegram human account; Discord not individually inventoried,,
2911,Buz🗡️,@buzMC,1,,0,0,0,0,1,2024-04-03,2024-04-03,1,1,1,Telegram human account; Discord not individually inventoried,,
2912,BW Q,@bigking9689,1,,0,0,0,0,1,2023-12-08,2023-12-08,1,1,1,Telegram human account; Discord not individually inventoried,,
2913,BXX_001,@h900500,1,,0,0,0,0,1,2024-10-26,2024-10-26,1,1,1,Telegram human account; Discord not individually inventoried,,
2914,C H,@lukacryptoooo,1,,0,0,0,0,1,2023-02-17,2023-02-17,1,1,1,Telegram human account; Discord not individually inventoried,,
2915,CAHNDESO,@xcahndeso,1,,0,0,0,0,1,2024-10-28,2024-10-28,1,1,1,Telegram human account; Discord not individually inventoried,,
2916,Carlos A.,@Espiis,1,,0,0,0,0,1,2022-03-21,2022-03-21,1,1,1,Telegram human account; Discord not individually inventoried,,
2917,Carlos Toro @cetb2008,@cetb2008,1,,0,0,0,0,1,2020-11-18,2020-11-18,1,1,1,Telegram human account; Discord not individually inventoried,,
2918,Casetwoo,@Casetwoo,1,,0,0,0,0,1,2024-07-19,2024-07-19,1,1,1,Telegram human account; Discord not individually inventoried,,
2919,Catherin Tusla 🐐🐾🧑🏻‍💻 $GEEKS🦉🌱🌱SEED🌱 Kaisar⚡VIAMyGate Network,@mstrsscatty,1,,0,0,0,0,1,2024-10-17,2024-10-17,1,1,1,Telegram human account; Discord not individually inventoried,,
2920,CB,@crypto_baba_ks,1,,0,0,0,0,1,2024-03-10,2024-03-10,1,1,1,Telegram human account; Discord not individually inventoried,,
2921,certifiedpleb,@certifiedpleb,1,,0,0,0,0,1,2022-03-07,2022-03-07,1,1,1,Telegram human account; Discord not individually inventoried,,
2922,CHAMACO🇲🇽,@CharlesDarwyn,1,,0,0,0,0,1,2021-03-10,2021-03-10,1,1,1,Telegram human account; Discord not individually inventoried,,
2923,Charles | SMM,@Chbarty,1,,0,0,0,0,1,2024-02-08,2024-02-08,1,1,1,Telegram human account; Discord not individually inventoried,,
2924,Charley Bifinance Exchange,@Charley_Jonas,1,,0,0,0,0,1,2023-12-08,2023-12-08,1,1,1,Telegram human account; Discord not individually inventoried,,
2925,Chase Rock,@Chaserocko,1,,0,0,0,0,1,2023-12-14,2023-12-14,1,1,1,Telegram human account; Discord not individually inventoried,,
2926,Chetan_0044,@V68if,1,,0,0,0,0,1,2024-07-19,2024-07-19,1,1,1,Telegram human account; Discord not individually inventoried,,
2927,ChloeGray | PAWS UXUY UXUY UXUY🆙 UXUY,@ChloeGray67404,1,,0,0,0,0,1,2024-10-21,2024-10-21,1,1,1,Telegram human account; Discord not individually inventoried,,
2928,Chommy,@Chommywhite,1,,0,0,0,0,1,2023-11-23,2023-11-23,1,1,1,Telegram human account; Discord not individually inventoried,,
2929,CHOW CHOW,@chow_248,1,,0,0,0,0,1,2024-06-15,2024-06-15,1,1,1,Telegram human account; Discord not individually inventoried,,
2930,Chris,@ChristopherJoshMusic,1,,0,0,0,0,1,2024-01-28,2024-01-28,1,1,1,Telegram human account; Discord not individually inventoried,,
2931,Chris,@veirkzo,1,,0,0,0,0,1,2024-10-17,2024-10-17,1,1,1,Telegram human account; Discord not individually inventoried,,
2932,ChristinaD | PAWS UXUY🆙 UXUY,@ChristinaD25868,1,,0,0,0,0,1,2024-10-21,2024-10-21,1,1,1,Telegram human account; Discord not individually inventoried,,
2933,Christopher Chen,@ChrisPUPrime,1,,0,0,0,0,1,2025-04-11,2025-04-11,1,1,1,Telegram human account; Discord not individually inventoried,,
2934,Christopher Fairbairn,,1,,0,0,0,0,1,2022-06-19,2022-06-19,1,1,1,Telegram human account; Discord not individually inventoried,,
2935,Chua Joo | Apex,@chuajoo,1,,0,0,0,0,1,2026-06-17,2026-06-17,1,1,1,Telegram human account; Discord not individually inventoried,,
2936,Chuckky,@Chuckky2_0,1,,0,0,0,0,1,2025-03-27,2025-03-27,1,1,1,Telegram human account; Discord not individually inventoried,,
2937,Chung Ong [NEVER DM YOU FIRST],@ChungOng88,1,,0,0,0,0,1,2023-12-01,2023-12-01,1,1,1,Telegram human account; Discord not individually inventoried,,
2938,Chunier alex,@chuni002,1,,0,0,0,0,1,2025-05-04,2025-05-04,1,1,1,Telegram human account; Discord not individually inventoried,,
2939,Cliff,@cliffheart,1,,0,0,0,0,1,2021-12-02,2021-12-02,1,1,1,Telegram human account; Discord not individually inventoried,,
2940,Clive | WEEX | Listing UTC+8,@Clive_Listing,1,,0,0,0,0,1,2024-09-09,2024-09-09,1,1,1,Telegram human account; Discord not individually inventoried,,
2941,Closed MyGate Network,@FREEDUROVFOREVER,1,,0,0,0,0,1,2024-11-03,2024-11-03,1,1,1,Telegram human account; Discord not individually inventoried,,
2942,coinut,@coinut47,1,,0,0,0,0,1,2023-05-08,2023-05-08,1,1,1,Telegram human account; Discord not individually inventoried,,
2943,Conor,@ConorH44,1,,0,0,0,0,1,2023-04-26,2023-04-26,1,1,1,Telegram human account; Discord not individually inventoried,,
2944,Cookiewang111,@doopojj,1,,0,0,0,0,1,2022-08-12,2022-08-12,1,1,1,Telegram human account; Discord not individually inventoried,,
2945,Cool Youngg,@coolyoungg,1,,0,0,0,0,1,2023-11-25,2023-11-25,1,1,1,Telegram human account; Discord not individually inventoried,,
2946,Corey S,@crycy,1,,0,0,0,0,1,2021-03-13,2021-03-13,1,1,1,Telegram human account; Discord not individually inventoried,,
2947,CR,@valueinvestor2025,1,,0,0,0,0,1,2023-02-16,2023-02-16,1,1,1,Telegram human account; Discord not individually inventoried,,
2948,crack jack,@CracK_JacKk,1,,0,0,0,0,1,2024-07-18,2024-07-18,1,1,1,Telegram human account; Discord not individually inventoried,,
2949,Crash and burn,@rektagain29,1,,0,0,0,0,1,2023-01-22,2023-01-22,1,1,1,Telegram human account; Discord not individually inventoried,,
2950,Criptowolf,@Cript0wolf,1,,0,0,0,0,1,2020-12-07,2020-12-07,1,1,1,Telegram human account; Discord not individually inventoried,,
2951,crypt0grapher,@crypt_grapher,1,,0,0,0,0,1,2023-03-06,2023-03-06,1,1,1,Telegram human account; Discord not individually inventoried,,
2952,crypt0ram,@srinadhr,1,,0,0,0,0,1,2022-01-07,2022-01-07,1,1,1,Telegram human account; Discord not individually inventoried,,
2953,Crypto Craze,,1,,0,0,0,0,1,2023-06-23,2023-06-23,1,1,1,Telegram human account; Discord not individually inventoried,,
2954,Crypto Evengelist (The Notorious),@akaswedi,1,,0,0,0,0,1,2021-11-08,2021-11-08,1,1,1,Telegram human account; Discord not individually inventoried,,
2955,Crypto Rags to Riches,@kappacryptos,1,,0,0,0,0,1,2020-12-29,2020-12-29,1,1,1,Telegram human account; Discord not individually inventoried,,
2956,CRYPTO VIVE,@sali6573,1,,0,0,0,0,1,2024-10-13,2024-10-13,1,1,1,Telegram human account; Discord not individually inventoried,,
2957,Crypto Winner,@kakhumeida,1,,0,0,0,0,1,2022-12-30,2022-12-30,1,1,1,Telegram human account; Discord not individually inventoried,,
2958,CRYPTO101,@CRYPTO101sa,1,,0,0,0,0,1,2023-04-02,2023-04-02,1,1,1,Telegram human account; Discord not individually inventoried,,
2959,Cryptoboy3000,@Cryptoboy3000,1,,0,0,0,0,1,2023-04-19,2023-04-19,1,1,1,Telegram human account; Discord not individually inventoried,,
2960,CryptoDomains,@CryptoDomainsSell,1,,0,0,0,0,1,2023-01-24,2023-01-24,1,1,1,Telegram human account; Discord not individually inventoried,,
2961,Cryptogift,@crypto4gift,1,,0,0,0,0,1,2026-06-20,2026-06-20,1,1,1,Telegram human account; Discord not individually inventoried,,
2962,cryptoLine,@cryptoLine1,1,,0,0,0,0,1,2021-02-23,2021-02-23,1,1,1,Telegram human account; Discord not individually inventoried,,
2963,CryptoMani3,@Cryptomani3,1,,0,0,0,0,1,2021-04-25,2021-04-25,1,1,1,Telegram human account; Discord not individually inventoried,,
2964,CryptoUncensored,@AATTHHHH,1,,0,0,0,0,1,2023-05-02,2023-05-02,1,1,1,Telegram human account; Discord not individually inventoried,,
2965,Crypto’sDawn ғ,@cryptosdawn,1,,0,0,0,0,1,2024-10-04,2024-10-04,1,1,1,Telegram human account; Discord not individually inventoried,,
2966,CS,@cscsc9,1,,0,0,0,0,1,2023-06-16,2023-06-16,1,1,1,Telegram human account; Discord not individually inventoried,,
2967,Csaba Varadi,@vcsabo,1,,0,0,0,0,1,2023-02-05,2023-02-05,1,1,1,Telegram human account; Discord not individually inventoried,,
2968,Cuong Devjl,@meomuhp123,1,,0,0,0,0,1,2025-02-11,2025-02-11,1,1,1,Telegram human account; Discord not individually inventoried,,
2969,curtis,@curtis283299,1,,0,0,0,0,1,2024-10-23,2024-10-23,1,1,1,Telegram human account; Discord not individually inventoried,,
2970,Cyber Ghost | Incubator | CMC/CG | DEX Trend 🔌,@CyberGhost_R,1,,0,0,0,0,1,2025-02-07,2025-02-07,1,1,1,Telegram human account; Discord not individually inventoried,,
2971,Cường Trần,@Cuomgtran,1,,0,0,0,0,1,2024-08-16,2024-08-16,1,1,1,Telegram human account; Discord not individually inventoried,,
2972,D D,@DaDaUmpa_87,1,,0,0,0,0,1,2022-03-23,2022-03-23,1,1,1,Telegram human account; Discord not individually inventoried,,
2973,Dacomis,@Dacomis,1,,0,0,0,0,1,2025-09-29,2025-09-29,1,1,1,Telegram human account; Discord not individually inventoried,,
2974,Damiano,@Damianocerriti,1,,0,0,0,0,1,2023-12-27,2023-12-27,1,1,1,Telegram human account; Discord not individually inventoried,,
2975,Damn_,@adnx999,1,,0,0,0,0,1,2025-11-01,2025-11-01,1,1,1,Telegram human account; Discord not individually inventoried,,
2976,Dani,,1,,0,0,0,0,1,2021-05-09,2021-05-09,1,1,1,Telegram human account; Discord not individually inventoried,,
2977,Daniel,@danstand1,1,,0,0,0,0,1,2024-01-15,2024-01-15,1,1,1,Telegram human account; Discord not individually inventoried,,
2978,Dankfarda,@Dankfarda,1,,0,0,0,0,1,2024-10-07,2024-10-07,1,1,1,Telegram human account; Discord not individually inventoried,,
2979,darkclient,@darkclient,1,,0,0,0,0,1,2021-07-01,2021-07-01,1,1,1,Telegram human account; Discord not individually inventoried,,
2980,Darker,@darksdev,1,,0,0,0,0,1,2024-03-02,2024-03-02,1,1,1,Telegram human account; Discord not individually inventoried,,
2981,Dave,@Oonai2,1,,0,0,0,0,1,2021-11-17,2021-11-17,1,1,1,Telegram human account; Discord not individually inventoried,,
2982,David,@David_John2131,1,,0,0,0,0,1,2024-12-13,2024-12-13,1,1,1,Telegram human account; Discord not individually inventoried,,
2983,David,@David73689,1,,0,0,0,0,1,2023-07-04,2023-07-04,1,1,1,Telegram human account; Discord not individually inventoried,,
2984,DAVID,@David9680,1,,0,0,0,0,1,2023-10-09,2023-10-09,1,1,1,Telegram human account; Discord not individually inventoried,,
2985,David,@arctura985,1,,0,0,0,0,1,2023-11-25,2023-11-25,1,1,1,Telegram human account; Discord not individually inventoried,,
2986,David _Kml,@David_Kml0,1,,0,0,0,0,1,2025-01-24,2025-01-24,1,1,1,Telegram human account; Discord not individually inventoried,,
2987,David Emmanuel🍅,@Dandychuks,1,,0,0,0,0,1,2024-06-03,2024-06-03,1,1,1,Telegram human account; Discord not individually inventoried,,
2988,David Fisher,@davidfisheer,1,,0,0,0,0,1,2023-07-16,2023-07-16,1,1,1,Telegram human account; Discord not individually inventoried,,
2989,David Michael,@Airnomics,1,,0,0,0,0,1,2023-11-21,2023-11-21,1,1,1,Telegram human account; Discord not individually inventoried,,
2990,Davo Deaco,@deamondave,1,,0,0,0,0,1,2023-06-11,2023-06-11,1,1,1,Telegram human account; Discord not individually inventoried,,
2991,davood,,1,,0,0,0,0,1,2021-11-17,2021-11-17,1,1,1,Telegram human account; Discord not individually inventoried,,
